state,district,stage,type,date,schools
Sarawak,Kuching,tertiary,IPTA,2019-01-01,1
Sarawak,Kuching,tertiary,IPTA,2020-01-01,1
Sarawak,Kuching,tertiary,IPTA,2021-01-01,1
Sarawak,Kuching,tertiary,IPTA,2022-01-01,1
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2017-01-01,31
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2018-01-01,31
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2019-01-01,31
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2020-01-01,31
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2021-01-01,31
Sarawak,Lawas,primary,Sekolah Rendah Kerajaan,2022-01-01,31
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Lawas,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Lawas,tertiary,IPTA,2017-01-01,0
Sarawak,Lawas,tertiary,IPTA,2018-01-01,0
Sarawak,Lawas,tertiary,IPTA,2019-01-01,0
Sarawak,Lawas,tertiary,IPTA,2020-01-01,0
Sarawak,Lawas,tertiary,IPTA,2021-01-01,0
Sarawak,Lawas,tertiary,IPTA,2022-01-01,0
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2017-01-01,35
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2018-01-01,35
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2019-01-01,35
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2020-01-01,35
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2021-01-01,35
Sarawak,Limbang,primary,Sekolah Rendah Kerajaan,2022-01-01,35
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2017-01-01,5
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2018-01-01,5
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2019-01-01,5
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2020-01-01,5
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2021-01-01,5
Sarawak,Limbang,secondary,Sekolah Menengah Kerajaan,2022-01-01,5
Sarawak,Limbang,tertiary,IPTA,2017-01-01,0
Sarawak,Limbang,tertiary,IPTA,2018-01-01,0
Sarawak,Limbang,tertiary,IPTA,2019-01-01,0
Sarawak,Limbang,tertiary,IPTA,2020-01-01,0
Sarawak,Limbang,tertiary,IPTA,2021-01-01,0
Sarawak,Limbang,tertiary,IPTA,2022-01-01,0
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2017-01-01,28
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2018-01-01,28
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2019-01-01,28
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2020-01-01,28
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2021-01-01,28
Sarawak,Lubok Antu,primary,Sekolah Rendah Kerajaan,2022-01-01,28
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2017-01-01,2
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2018-01-01,2
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2019-01-01,2
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2020-01-01,2
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2021-01-01,2
Sarawak,Lubok Antu,secondary,Sekolah Menengah Kerajaan,2022-01-01,2
Sarawak,Lubok Antu,tertiary,IPTA,2017-01-01,0
Sarawak,Lubok Antu,tertiary,IPTA,2018-01-01,0
Sarawak,Lubok Antu,tertiary,IPTA,2019-01-01,0
Sarawak,Lubok Antu,tertiary,IPTA,2020-01-01,0
Sarawak,Lubok Antu,tertiary,IPTA,2021-01-01,0
Sarawak,Lubok Antu,tertiary,IPTA,2022-01-01,0
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2017-01-01,31
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2018-01-01,31
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2019-01-01,31
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2020-01-01,31
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2021-01-01,31
Sarawak,Lundu,primary,Sekolah Rendah Kerajaan,2022-01-01,31
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Lundu,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Lundu,tertiary,IPTA,2017-01-01,0
Sarawak,Lundu,tertiary,IPTA,2018-01-01,0
Sarawak,Lundu,tertiary,IPTA,2019-01-01,0
Sarawak,Lundu,tertiary,IPTA,2020-01-01,0
Sarawak,Lundu,tertiary,IPTA,2021-01-01,0
Sarawak,Lundu,tertiary,IPTA,2022-01-01,0
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2017-01-01,32
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2018-01-01,33
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2019-01-01,33
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2020-01-01,33
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2021-01-01,33
Sarawak,Maradong,primary,Sekolah Rendah Kerajaan,2022-01-01,33
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Maradong,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Maradong,tertiary,IPTA,2017-01-01,0
Sarawak,Maradong,tertiary,IPTA,2018-01-01,0
Sarawak,Maradong,tertiary,IPTA,2019-01-01,0
Sarawak,Maradong,tertiary,IPTA,2020-01-01,0
Sarawak,Maradong,tertiary,IPTA,2021-01-01,0
Sarawak,Maradong,tertiary,IPTA,2022-01-01,0
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2017-01-01,66
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2018-01-01,77
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2019-01-01,77
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2020-01-01,77
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2021-01-01,77
Sarawak,Marudi,primary,Sekolah Rendah Kerajaan,2022-01-01,77
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2017-01-01,7
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2018-01-01,8
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2019-01-01,8
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2020-01-01,8
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2021-01-01,8
Sarawak,Marudi,secondary,Sekolah Menengah Kerajaan,2022-01-01,8
Sarawak,Marudi,tertiary,IPTA,2017-01-01,0
Sarawak,Marudi,tertiary,IPTA,2018-01-01,0
Sarawak,Marudi,tertiary,IPTA,2019-01-01,0
Sarawak,Marudi,tertiary,IPTA,2020-01-01,0
Sarawak,Marudi,tertiary,IPTA,2021-01-01,0
Sarawak,Marudi,tertiary,IPTA,2022-01-01,0
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2017-01-01,44
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2018-01-01,53
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2019-01-01,53
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2020-01-01,53
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2021-01-01,54
Sarawak,Miri,primary,Sekolah Rendah Kerajaan,2022-01-01,54
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2018-01-01,18
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2019-01-01,18
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2020-01-01,18
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2021-01-01,18
Sarawak,Miri,secondary,Sekolah Menengah Kerajaan,2022-01-01,18
Sarawak,Miri,tertiary,IPTA,2017-01-01,0
Sarawak,Miri,tertiary,IPTA,2018-01-01,0
Sarawak,Miri,tertiary,IPTA,2019-01-01,0
Sarawak,Miri,tertiary,IPTA,2020-01-01,0
Sarawak,Miri,tertiary,IPTA,2021-01-01,0
Sarawak,Miri,tertiary,IPTA,2022-01-01,0
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Sarawak,Mukah,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Mukah,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Mukah,tertiary,IPTA,2017-01-01,0
Sarawak,Mukah,tertiary,IPTA,2018-01-01,0
Sarawak,Mukah,tertiary,IPTA,2019-01-01,0
Sarawak,Mukah,tertiary,IPTA,2020-01-01,0
Sarawak,Mukah,tertiary,IPTA,2021-01-01,0
Sarawak,Mukah,tertiary,IPTA,2022-01-01,0
Sarawak,Pusa,primary,Sekolah Rendah Kerajaan,2018-01-01,1
Sarawak,Pusa,primary,Sekolah Rendah Kerajaan,2019-01-01,1
Sarawak,Pusa,primary,Sekolah Rendah Kerajaan,2020-01-01,1
Sarawak,Pusa,primary,Sekolah Rendah Kerajaan,2021-01-01,1
Sarawak,Pusa,primary,Sekolah Rendah Kerajaan,2022-01-01,1
Sarawak,Pusa,tertiary,IPTA,2017-01-01,0
Sarawak,Pusa,tertiary,IPTA,2018-01-01,0
Sarawak,Pusa,tertiary,IPTA,2019-01-01,0
Sarawak,Pusa,tertiary,IPTA,2020-01-01,0
Sarawak,Pusa,tertiary,IPTA,2021-01-01,0
Sarawak,Pusa,tertiary,IPTA,2022-01-01,0
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2017-01-01,50
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2018-01-01,23
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2019-01-01,23
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2020-01-01,23
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2021-01-01,24
Sarawak,Samarahan,primary,Sekolah Rendah Kerajaan,2022-01-01,24
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2017-01-01,9
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Samarahan,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Samarahan,tertiary,IPTA,2017-01-01,0
Sarawak,Samarahan,tertiary,IPTA,2018-01-01,0
Sarawak,Samarahan,tertiary,IPTA,2019-01-01,0
Sarawak,Samarahan,tertiary,IPTA,2020-01-01,0
Sarawak,Samarahan,tertiary,IPTA,2021-01-01,0
Sarawak,Samarahan,tertiary,IPTA,2022-01-01,0
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2017-01-01,53
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2018-01-01,49
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2019-01-01,49
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2020-01-01,49
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2021-01-01,49
Sarawak,Saratok,primary,Sekolah Rendah Kerajaan,2022-01-01,49
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2018-01-01,5
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2019-01-01,5
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2020-01-01,5
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2021-01-01,5
Sarawak,Saratok,secondary,Sekolah Menengah Kerajaan,2022-01-01,5
Sarawak,Saratok,tertiary,IPTA,2017-01-01,0
Sarawak,Saratok,tertiary,IPTA,2018-01-01,0
Sarawak,Saratok,tertiary,IPTA,2019-01-01,0
Sarawak,Saratok,tertiary,IPTA,2020-01-01,0
Sarawak,Saratok,tertiary,IPTA,2021-01-01,0
Sarawak,Saratok,tertiary,IPTA,2022-01-01,0
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2017-01-01,44
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2018-01-01,44
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2019-01-01,44
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2020-01-01,44
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2021-01-01,44
Sarawak,Sarikei,primary,Sekolah Rendah Kerajaan,2022-01-01,44
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2017-01-01,5
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sarawak,Sarikei,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sarawak,Sarikei,tertiary,IPTA,2017-01-01,0
Sarawak,Sarikei,tertiary,IPTA,2018-01-01,0
Sarawak,Sarikei,tertiary,IPTA,2019-01-01,0
Sarawak,Sarikei,tertiary,IPTA,2020-01-01,0
Sarawak,Sarikei,tertiary,IPTA,2021-01-01,0
Sarawak,Sarikei,tertiary,IPTA,2022-01-01,0
Sarawak,Sebauh,primary,Sekolah Rendah Kerajaan,2018-01-01,9
Sarawak,Sebauh,primary,Sekolah Rendah Kerajaan,2019-01-01,9
Sarawak,Sebauh,primary,Sekolah Rendah Kerajaan,2020-01-01,9
Sarawak,Sebauh,primary,Sekolah Rendah Kerajaan,2021-01-01,9
Sarawak,Sebauh,primary,Sekolah Rendah Kerajaan,2022-01-01,9
Sarawak,Sebauh,secondary,Sekolah Menengah Kerajaan,2018-01-01,1
Sarawak,Sebauh,secondary,Sekolah Menengah Kerajaan,2019-01-01,1
Sarawak,Sebauh,secondary,Sekolah Menengah Kerajaan,2020-01-01,1
Sarawak,Sebauh,secondary,Sekolah Menengah Kerajaan,2021-01-01,1
Sarawak,Sebauh,secondary,Sekolah Menengah Kerajaan,2022-01-01,1
Sarawak,Sebauh,tertiary,IPTA,2017-01-01,0
Sarawak,Sebauh,tertiary,IPTA,2018-01-01,0
Sarawak,Sebauh,tertiary,IPTA,2019-01-01,0
Sarawak,Sebauh,tertiary,IPTA,2020-01-01,0
Sarawak,Sebauh,tertiary,IPTA,2021-01-01,0
Sarawak,Sebauh,tertiary,IPTA,2022-01-01,0
Sarawak,Selangau,primary,Sekolah Rendah Kerajaan,2017-01-01,22
Sarawak,Selangau,secondary,Sekolah Menengah Kerajaan,2017-01-01,1
Sarawak,Selangau,tertiary,IPTA,2017-01-01,0
Sarawak,Selangau,tertiary,IPTA,2018-01-01,0
Sarawak,Selangau,tertiary,IPTA,2019-01-01,0
Sarawak,Selangau,tertiary,IPTA,2020-01-01,0
Sarawak,Selangau,tertiary,IPTA,2021-01-01,0
Sarawak,Selangau,tertiary,IPTA,2022-01-01,0
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2017-01-01,79
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2018-01-01,80
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2019-01-01,80
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2020-01-01,80
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2021-01-01,79
Sarawak,Serian,primary,Sekolah Rendah Kerajaan,2022-01-01,79
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sarawak,Serian,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sarawak,Serian,tertiary,IPTA,2017-01-01,0
Sarawak,Serian,tertiary,IPTA,2018-01-01,0
Sarawak,Serian,tertiary,IPTA,2019-01-01,0
Sarawak,Serian,tertiary,IPTA,2020-01-01,0
Sarawak,Serian,tertiary,IPTA,2021-01-01,0
Sarawak,Serian,tertiary,IPTA,2022-01-01,0
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2017-01-01,93
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2018-01-01,114
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2019-01-01,114
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2020-01-01,114
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2021-01-01,114
Sarawak,Sibu,primary,Sekolah Rendah Kerajaan,2022-01-01,114
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2017-01-01,23
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2018-01-01,24
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2020-01-01,24
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2021-01-01,24
Sarawak,Sibu,secondary,Sekolah Menengah Kerajaan,2022-01-01,24
Sarawak,Sibu,tertiary,IPTA,2017-01-01,0
Sarawak,Sibu,tertiary,IPTA,2018-01-01,0
Sarawak,Sibu,tertiary,IPTA,2019-01-01,0
Sarawak,Sibu,tertiary,IPTA,2020-01-01,0
Sarawak,Sibu,tertiary,IPTA,2021-01-01,0
Sarawak,Sibu,tertiary,IPTA,2022-01-01,0
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2017-01-01,50
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2018-01-01,49
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2019-01-01,49
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2020-01-01,49
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2021-01-01,49
Sarawak,Simunjan,primary,Sekolah Rendah Kerajaan,2022-01-01,49
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sarawak,Simunjan,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sarawak,Simunjan,tertiary,IPTA,2017-01-01,0
Sarawak,Simunjan,tertiary,IPTA,2018-01-01,0
Sarawak,Simunjan,tertiary,IPTA,2019-01-01,0
Sarawak,Simunjan,tertiary,IPTA,2020-01-01,0
Sarawak,Simunjan,tertiary,IPTA,2021-01-01,0
Sarawak,Simunjan,tertiary,IPTA,2022-01-01,0
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2017-01-01,17
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2018-01-01,17
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2019-01-01,17
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2020-01-01,17
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2021-01-01,17
Sarawak,Song,primary,Sekolah Rendah Kerajaan,2022-01-01,17
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2017-01-01,2
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2018-01-01,2
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sarawak,Song,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sarawak,Song,tertiary,IPTA,2017-01-01,0
Sarawak,Song,tertiary,IPTA,2018-01-01,0
Sarawak,Song,tertiary,IPTA,2019-01-01,0
Sarawak,Song,tertiary,IPTA,2020-01-01,0
Sarawak,Song,tertiary,IPTA,2021-01-01,0
Sarawak,Song,tertiary,IPTA,2022-01-01,0
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2017-01-01,36
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2018-01-01,37
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2019-01-01,37
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2020-01-01,37
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2021-01-01,37
Sarawak,Sri Aman,primary,Sekolah Rendah Kerajaan,2022-01-01,37
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2018-01-01,5
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2019-01-01,5
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2020-01-01,5
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2021-01-01,5
Sarawak,Sri Aman,secondary,Sekolah Menengah Kerajaan,2022-01-01,5
Sarawak,Sri Aman,tertiary,IPTA,2017-01-01,0
Sarawak,Sri Aman,tertiary,IPTA,2018-01-01,0
Sarawak,Sri Aman,tertiary,IPTA,2019-01-01,0
Sarawak,Sri Aman,tertiary,IPTA,2020-01-01,0
Sarawak,Sri Aman,tertiary,IPTA,2021-01-01,0
Sarawak,Sri Aman,tertiary,IPTA,2022-01-01,0
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2017-01-01,44
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2018-01-01,24
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2019-01-01,24
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2020-01-01,24
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2021-01-01,24
Sarawak,Subis,primary,Sekolah Rendah Kerajaan,2022-01-01,24
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2017-01-01,5
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2018-01-01,2
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2019-01-01,2
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2020-01-01,2
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2021-01-01,2
Sarawak,Subis,secondary,Sekolah Menengah Kerajaan,2022-01-01,2
Sarawak,Subis,tertiary,IPTA,2017-01-01,0
Sarawak,Subis,tertiary,IPTA,2018-01-01,0
Sarawak,Subis,tertiary,IPTA,2019-01-01,0
Sarawak,Subis,tertiary,IPTA,2020-01-01,0
Sarawak,Subis,tertiary,IPTA,2021-01-01,0
Sarawak,Subis,tertiary,IPTA,2022-01-01,0
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2017-01-01,28
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2018-01-01,14
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2019-01-01,14
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2020-01-01,14
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2021-01-01,14
Sarawak,Tatau,primary,Sekolah Rendah Kerajaan,2022-01-01,14
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2017-01-01,2
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2018-01-01,1
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2019-01-01,1
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2020-01-01,1
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2021-01-01,1
Sarawak,Tatau,secondary,Sekolah Menengah Kerajaan,2022-01-01,1
Sarawak,Tatau,tertiary,IPTA,2017-01-01,0
Sarawak,Tatau,tertiary,IPTA,2018-01-01,0
Sarawak,Tatau,tertiary,IPTA,2019-01-01,0
Sarawak,Tatau,tertiary,IPTA,2020-01-01,0
Sarawak,Tatau,tertiary,IPTA,2021-01-01,0
Sarawak,Tatau,tertiary,IPTA,2022-01-01,0
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2017-01-01,68
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2018-01-01,68
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2019-01-01,68
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2020-01-01,68
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2021-01-01,68
Selangor,Gombak,primary,Sekolah Rendah Kerajaan,2022-01-01,68
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2017-01-01,36
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2018-01-01,36
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2019-01-01,36
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2020-01-01,36
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2021-01-01,36
Selangor,Gombak,secondary,Sekolah Menengah Kerajaan,2022-01-01,36
Selangor,Gombak,tertiary,IPTA,2017-01-01,1
Selangor,Gombak,tertiary,IPTA,2018-01-01,1
Selangor,Gombak,tertiary,IPTA,2019-01-01,1
Selangor,Gombak,tertiary,IPTA,2020-01-01,1
Selangor,Gombak,tertiary,IPTA,2021-01-01,1
Selangor,Gombak,tertiary,IPTA,2022-01-01,1
Selangor,Hulu Langat,primary,Sekolah Rendah Kerajaan,2018-01-01,89
Selangor,Hulu Langat,primary,Sekolah Rendah Kerajaan,2019-01-01,89
Selangor,Hulu Langat,primary,Sekolah Rendah Kerajaan,2020-01-01,90
Selangor,Hulu Langat,primary,Sekolah Rendah Kerajaan,2021-01-01,91
